"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"102","102","GO102_25_7580","GO102_25_6040","1",""
"102","102","GO102_25_8764","GO102_25_6040","1",""
"102","102","GO102_25_8764_1","GO102_25_6040","1",""
"27","27","GO102_25_6041","GO102_25_6163","1",""
"27","27","GO102_25_6192","GO102_25_6042","1",""
"102","102","GO102_25_6274","GO102_25_6044","1",""
"102","102","GO102_25_6878","GO102_25_6044","1",""
"102","102","GO102_25_6120","GO102_25_6052","1",""
"102","102","GO102_25_8714","GO102_25_6052","1",""
"102","102","GO102_25_8714_1","GO102_25_6052","1",""
"27","27","GO102_25_6126","GO102_25_6054","1",""
"27","27","GO102_25_6055","GO102_25_6151","1",""
"27","27","GO102_25_6130","GO102_25_6056","1",""
"27","27","GO102_25_6150","GO102_25_6058","1",""
"27","27","GO102_25_6059","GO102_25_6167","1",""
"27","27","GO102_25_6154","GO102_25_6060","1",""
"27","27","GO102_25_6061","GO102_25_6171","1",""
"27","27","GO102_25_6162","GO102_25_6062","1",""
"27","27","GO102_25_6168","GO102_25_6064","1",""
"27","27","GO102_25_6065","GO102_25_6183","1",""
"102","102","GO102_25_6262","GO102_25_6066","1",""
"102","102","GO102_25_7972","GO102_25_6066","1",""
"27","27","GO102_25_6176","GO102_25_6068","1",""
"27","27","GO102_25_6184","GO102_25_6070","1",""
"27","27","GO102_25_6071","GO102_25_6195","1",""
"102","102","GO102_25_6702","GO102_25_6502","1",""
"102","102","GO102_25_6802","GO102_25_6502","1",""
"102","102","GO102_25_6214","GO102_25_6508","1",""
"102","102","GO102_25_7918","GO102_25_6508","1",""
"102","102","GO102_25_6218","GO102_25_6512","1",""
