"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"25","25","GO101_25_26455","GO101_25_6455_1_2812_METS","1",""
"25","25","GO101_25_6456_1_2812_METS","GO101_25_26456","1",""
"25","25","GO101_25_26457","GO101_25_6457_1_2812_METS","1",""
"25","25","GO101_25_6458_1_2812_METS","GO101_25_26458","1",""
"25","25","GO101_25_26459","GO101_25_6459_1_2812_METS","1",""
"25","25","GO101_25_6460_1_2812_METS","GO101_25_26460","1",""
"25","25","GO101_25_26461","GO101_25_6461_1_2812_METS","1",""
"25","25","GO101_25_6462_1_2812_METS","GO101_25_26462","1",""
"25","25","GO101_25_26463","GO101_25_6463_1_2812_METS","1",""
"25","25","GO101_25_6464_1_2812_METS","GO101_25_26464","1",""
"25","25","GO101_25_26465","GO101_25_6465_1_2812_METS","1",""
"25","25","GO101_25_6466_1_2812_METS","GO101_25_26466","1",""
"25","25","GO101_25_6468_1_2812_METS","GO101_25_26468","1",""
